Я;Нет, это не личное. Вы, как офицер, уже вкурсе зачем я прибыл в Орден. Для подробной статистики мне необходимо знать одну вещь, а именно - как часто Офицеры посещают службу и исповедываются?
Библиарий;И чем же такая информация может быть полезна?
Я;Офицеры, постоянно занятые различными важными поручениями, возможно, вынуждены их прерывать, ради возвращения в Храм. Для повышения эффективности офицера и его продуктивности было бы целесообразней позволить им молиться там, где они находятся в данный момент. К тому же, я наблюдал за вашей службой. И не увидел пары знакомых лиц...
Библиарий;В ваших словах есть мудрость, присущая хорошему управленцу. Действительно, не все офицеры посещают службу с усердием наших неофитов. Как и в исповедальню, не всегда заглядывают… Поэтому наш Архимагистр и позволил издать указ внутри Ордена, позволяющий молиться офицерам в мирное время вне храма Ордена.
0;"Интересно, значит Архимагистр во всю новаторствует, а в Церковь об этом не сообщает…"
Я;Спасибо, за информацию. Я обязательно внесу этот пункт в свой доклад. Глядишь, Церковь тоже захочет пойти по пути Ордена.
Библиарий;Точно не хотите исповедаться?
Я;Нет. Как минимум, не сегодня. Дела, знаете ли.
Библиарий;Тогда попрошу вас оставить меня, скоро придут сёстры для подготовки Храма к вечерней молитвы.
0;Библиарий прощается с тобой и поворачивается к кафедре, где раскрыт увесистый талмуд Заповедей. Она принимается листать книгу, видимо, хочет повторить нужный текст для вечерней службы.
0;"Интересно, а Альтушка вообще сюда заходит? Что-то не видно её было на тренировочном круге. Может, в казармах?"
0;*Казармы*
0;Здесь, с самого порога тебя оглушает бесчисленное множество голосов. Двухэтажное здание, с виду не внушающее больших размеров, внутри оказывается вытянутым, в длину всей Обители. На первом этаже тебя встречает дежурная послушница и коротко кивает тебе.
Альтушка;Эй, чего припёрся?
0;Слышится сзади знакомый тебе голос. Ты оборачиваешься и видишь, как в коридоре стоит Альтушка. Скрестив руки на животе, она будто прожигает тебя, глядя исподлобья своими фиалковыми глазами.
Альтушка;Ну, пришёл смотреть как девки живут? В спальни тебе вход воспрещён, понял?
0;Будь это кто-то другой, ты бы уже не выдержал. Но пока Альтушка вот так пытается показать характер, в голове у тебя всплывает только её образ, сладко посапывающая в кровати, со слегка вздёрнутым подолом мантии.
1;Всё совсем не так. На самом деле, я искал тебя.
0;Она явно не ожидала такого ответа и даже немного расслабила свои плечи.
Альтушка;Чего? Меня?
Я;Да. Нужно кое-что обсудить. Мы можем прогуляться?
0;Злость в её глазах сменилась недоверием. Да и кто ты для неё такой? Заезжий инспектор, роющийся в грязном белье, не более.
Альтушка;Ага. Ну, пошли, раз так.
0;Вы покинули казармы, а ты так и не осмотрел их толком. Может быть, в следующий раз получится.
Альтушка;Ну, чего от меня хотел-то?
0;Эта поза, со скрещенными руками и взгляд исподлобья… Хотя, за все три дня здесь ты и не видел её в другом расположении духа. Нужно найти к ней подход. 
0;Если подумать, только на тренировочном круге её злоба испарялась. В конце славной битвы она даже в каком-то смысла была довольна и удовлетворена. У неё, безусловно, сложный характер. Но, возможно, просто следует поговорить на тематику её любимых вещей?
1;Я знаю, что ты долгое время возглавляла пограничный отряд Ордена. Можешь рассказать, каково это быть постоянно в боевой готовности?
0;На лице Альтушки заиграли жвалы. Кажется, дело совсем плохо. Ты пробудил настоящий спящий вулкан и он вот-вот взорвётся.
Альтушка;Я так и знала!
0;Альтушка больно ткнула тебя указательным пальцем в грудь.
Альтушка;Что ты проклятый пособник Архимагистра! Собираешься вместе с ней распустить пограничный отряд! А мне значит вечно прозябать с этими лохудрами в ямах!
Я;Нет, всё совсем не так! С чего ты взяла?
Альтушка;А с того, что я не дура! Эльфов на границе всё меньше, ведь они во всю переселяются в глубь своих земель. Поэтому их армия оставила партизанскую войну и сменила её на постоянное патрулирование регулярными войсками. Да и в целом, все устали от этой войны. ;Я знаю, что Архимагистр будет настаивать в ходе реорганизации Ордена о его упразднении. Большая часть моих сестёр будет интегрирована в органы управления. Другая станет обычными монашками. Эра Ордена подходит к концу.
0;Она отвернулась от тебя и сильно сжала свои кулачки. Ты уверен в том, что она едва ли способна вот так заплакать. Но горечь, с которой она произносит эти слова, сродни той, с которой произносят погребальную речь на похоронах близких.
1;Положить руку на плечо, чтобы утешить Альтушку.;Рыбулька;Ничего не делать.
0;При твоём прикосновении, Альтушка слегка вздрагивает своим плечиком. Секунду, не более, она позволяет твоей руке упокоится на ней. И после этого резко отбрасывает её назад.
Альтушка;Эй ты, послушай меня! Мне твоё сострадание ни к чему, понял! Вы все - идиоты, раз думаете, что эльфы вот так просто прекратят войну! Они копят силы, потому что я и мои сёстры там хорошенько дали им по хребту! Старые остроухие ксеносы просто пытаются вас всех облапошить, пока вспоминают, как размножаться!
0;"С чего она решила, что война заканчивается? Разубеждать её в обратном не стоит. Ведь взамен нужно предложить убедительную ложь, которой у меня нет."
1;Уверяю тебя, никто не собирается расформировывать пограничный отряд.;По официальным данным последний Крестовый Поход оказался неудачным, разве нет?;Ты красива, когда так злишься.
Альтушка;Это потому что твой любимый Монарх не прислал нам обещанное покдрепление и осадные орудия. А вот королева эльфов прислала своих конных лучников на помощь Эльсхейму. Нам пришлось снимать осаду и позорно отступать! Знаешь сколько сестёр я потеряла в тот день?
Я;Да… Я читал отчёт Архимагистра.
Альтушка;А знаешь что? Плевать я хотела. Уйду в наёмники.
0;Развернувшись, она тут же направилась в сторону конюшни, ставя точку в вашем диалоге.;"Вот и поговорили…"
Послушница1;Сэр Инквизитор?
0;Появившись из ниоткуда, тебя позвала совсем крохотная послушница. Та же самая, которой Мать отдавала поручения насчёт тебя в первый день приезда.
Я;Да?
Послушница1;Вас зовёт к себе Магистр.
0;"Значит за мной наблюдали… Интересно, только сейчас или это происходит на постоянной основе?";Обернувшись лицом к Капитулу, ты попытался найти Окно, что видел в кабинете Магистра. Но оно было прикрыто тканью.
Я;Хорошо, идёмте.
0;*Кабинет Магистра, вечер*
Мать;А, Инквизитор! Прошу присаживайтесь.
Я;Значит вы за мной следите?;Мне передали что вы хотите меня видеть.;Мать! Приятно вас видеть!
0;Поправив очки на переносице, Мать слега усмехнулась.
Мать;Стараюсь держать всё под контролем. Уж такова моя роль в этом сложном спектакле под названием "Орден".
0;Прежде чем продолжить, Мать поправила своим длинным указательным пальцем очки.
Мать;Как вижу, вы подружились с Альтушкой?
Я;Это громко сказано. Скорее из-за обстоятельств, я чаще встречаюсь с ней, чем с другими офицерами.
Мать;И что же она вам рассказывает?
Я;Сказать как есть.;Соврать.;Уйти от ответа.
Я;Она боится, что Архимагистр и Церковь распустят пограничный отряд. И вообще, что Орден сильно "упразднят" в ходе реорганизации.
Мать;Вот как…
0;Мать встаёт из-за стола и направляется к двери. Повернув щеколду, она возвращается назад. Из нижнего ящика она достает сначала бутылку вина, потом два бокала.
Мать;Видите, Инквизитор…
0;Наливая вино, произносит она.
Мать;Не все из нас довольны результатами последнего Крестового похода. По прибытию из него Архимагистр стала вести себя странно. А ведь мы с ней были очень близки… Очень близки.
0;Мать пододвинула к тебе стакан и чокнувшись, вы сделали пару глотков.;"Хорошее вино."
Мать;А теперь она перестала делиться со мной своими идеями. Отстранила меня на расстояние, так называемое "деловые" отношения. Я теперь просто подписываю её указы, слежу за их выполнением. Мне это не нравится, скажу вам честно. 
0;Сделав три больших глотка, она осушает свой бокал.
Мать;Так ответьте же правдой на мою честность. Вы действительно здесь для расформировывания Ордена? 
1;Сказать правду.;Сказать ложь.;Уйти от ответа.
Я;Да, последние Крестовые походы не принесли обещанных результатов. Да, было много потеряно государственных средств, выделенных на эту войну. Но не стоит преуменьшать другие заслуги Ордена. Конечно, вы, как управляющие местными территориями добились колосальных результатов. ;Упала преступность, выросла урожайность, увеличилось ремесленное производство. Но нет, не бойтесь. Никто вас встраивать в органы управления не собирается. И эльфийскую угрозу на границах никто со счетов не списывает. Но кое-какие изменения Орден всё же ожидают.
Мать;Вот как, спасибо.
0;Она наливает ещё одну порцию вина и в этот раз Мать лишь слегка пригубила свой бокал.
Мать;Я всё ещё уверена, что Церковь потребует масштабных сокращений в Ордене. Я прекрасно вижу цифры. Ещё чуть-чуть и мы по масштабам превратимся в регулярную армию. А это другие расходы и настоящее соперничество с Церковью во власти. И с Альтушкой вы поосторожней, Инквизитор. У неё дурной характер и бешеная кровь, доставшая ей от отца.
1;Приму во внимание.;Спасибо за совет и вино.;Спасибо 
Мать;Спасибо за то, что немного развеяли мои сомнения, Инквизитор. Я попрошу вас впредь не устраивать "сцен" во дворе. Всё же вокруг так и снуют неофиты. Мне лишние сплетни дома не нужны.
Я;Обещаю, Магистр, такого больше не повторится.
0;Откланявшись, ты покидаешь кабинет Магистра.
0;"Значит, внутри Ордена раскол и что-то действительно произошло на Эльфийских землях. Магистр против Архимагистра… Это будет интересно. Слежку, она вряд ли прекратит, несмотря на всю эту любезность. ;Что же задумала Архимагистр? Если она действительно в союзе с эльфами, то как много сестёр её послушают? Как много уже вкурсе предательства? Если они придерживаются политики якобы "реформ", то чего они добиваются? Всё это слишком сложная игра и я только начал улавливать её правила…"
0;*Гостевой домик, вечер*
0;Ты уже собирался снимать свою мантию и отправляться на боковую, как в дверь кто-то постучал.
Я;Войдите!
Послушница2;Сэр Инквизитор, там у ворот мужчина вас просит. Говорит, что срочно.
0;Конечно, кто же это мог ещё быть, как не Поручик.
Поручик;Эй, Босс! А славненькая она, а?
0;Поручик кивает в след уходящей послушницы, которая скорее всего ещё может вас слышать.
Я;Что случилось, есть зацепка?
Поручик;Да, бери коня и поехали в город. Там всё расскажу.
0;*Город, одиннадцать вечера, квартал нищих*
Я;И так, куда мы едем?
Поручик;На подпольные бои. Сегодня в главном бою будет участвовать послушница Ордена, про которую я говорил. Думаю, ты захочешь это увидеть.
Я;Вот как.
Поручик;Ага. Я попросил людей замолвить за нас словечко. Поэтому после шоу будет шанс поговорить с организатором боёв и, если удача будет на нашей стороне, с Крестоносцем. Говорят, у неё скверный характер. Не очень любит фанатов. Хе-хе.
0;"Скверный характер, гладиаторские арены. Кого-то мне напоминает…"
Поручик;Здесь мы оставим лошадей, за ними присмотрит этот господин. Дальше только пешком.
0;Поручик отдаёт поводья ваших лошадей и пару серебряников конюху постоялого двора, рядом с которым вы остановились, и направляется к мосту, соединяющему квартал нищих и купеческий.
Я;Так куда, собственно, нужно идти?
Поручик;Сюда (улыбаясь), в канализацию, босс. Ой, да брось, не делай такое страдальческое лицо. Уверяю, тебе понравится.
0;Приняв твоё молчание за согласие, Поручик спускается по ступенькам к водоканалу. Здесь, в стене, недалеко от сточной трубы, на тебя смотрит голова льва, в пасти которого покоится огромный замок.
Поручик;Сейчас, босс, да где же они, чёрт побери!
0;Поручик во всю роется в своей поясной сумке, пока наконец не извлекает на свет свой набор отмычек.
Поручик;Раз, раз, раз и на Парнас.
0;Что-то щёлкает в голове льва и дверь со скрипом немного приоткрывается. Поручик открывает её до конца и жестом руки просит тебя пройти первым.
Я;Тут темно.
Поручик;Держи, босс.
0;Твой помощник вкладывает в твою правую руку факел и поджигает его. Лицо обдаёт немного жаром и можно осмотреться вокруг.
Я;Ты уверен, что гладиаторские ямы где-то здесь? Выглядит как обычная выгребная яма.
Поручик;Отсюда да. У нас с тобой приглашений на эту вечеринку нет. Закрытый клуб для богатеев. Но мы можем прошмыгнуть через каналы. 
Я;Ты же говорил, что замолвил за нас словечко…
Поручик;Ну, я это для словца красного сказал. По правде говоря, тут, скорее "доберёмся до места и будем импровизировать"-план.
Я;Ага…
Поручик;Ой, да брось, босс. Будто бы в первой. Где наша не пропадала?
Я;Так и куда идти?
Поручик;Хм, вроде бы сюда… Сейчас, подожди.
0;Поручик быстро скрылся за первым поворотом направо. Бетонные стены каналов эхом отдавали его громкие шаги, пока те не стихли. Затем, они постепенно начали появляться и становились всё громче и громче. Пока перед тобой снова не очутился Поручик.
Поручик;Нет, не сюда. Значит налево.
0;Прошло какое-то количество времени…
Поручик;Чёрт бы побрал этих эльфов! Понастроили катакомб своих. Ну ничего, ничего босс. Чую мы уже близко.
Я;Ты это три поворота назад говорил…
Поручик;Ну а сейчас ещё ближе подошли. А! Видишь!
0;На стене, на которую указывает Поручик, красной краской нарисован щит и трезубец Мирмидона.
Поручик;Говорил же, разберёмся!
0;Проход, на который указывает трезубец, освещён по обеим сторонам факелами и ведёт куда-то вниз. Вы спускаетесь по лестнице и, приближаясь к ямам, начинаете слышать крики и свист толпы.
Поручик;Держу пари, эти сраные эльфы устраивали здесь схватки рабов-людей, какую-то сотню лет назад. А теперь посмотри - варвары сами стали господами!
0;Гладиаторская яма представляет из себя гранитный круг, с железным ограждением, достаточно высоким, чтобы испугавшийся боец не смог через него сбежать. Параллельно друг другу стояли две двери с поднимающимися механизмами. На полу ямы песок смешался с кровью уже так плотно, что превратился в багровый. ;Вы проходите на шумную и тесную трибуну, пытаясь найти свободное место. Интересно, здесь всегда так много людей? Если бегло пробежаться по головам, можно будет уверенно насчитать сотню зрителей. Большинство из них в причудливых театральных масках, изображающие разные эмоции. ;Наконец, вам удается найти место и, под радостные возгласы толпы, вы садитесь на четвёртом ряду. В этот момент как раз заканчивается поединок двух бойцов. Победитель только что лишил головы проигравшего и бездыханное тело с грохотом рухнуло в песок.
Я;Почему нас никто не досмотрел на входе?
Поручик;Вход не здесь, босс, а в купеческом квартале. В одном из аукционных домов в подвале, если быть точнее. Там на входе и платят за билет. Раз попал в катакомбы - значит уже прошёл досмотр.
Я;Понятно.
ПОРУЧИК;Вон, смотри. Тут три балкона. На самом высоком сидит хозяин Арены, с двумя бугаями. Два других для знатных гостей.
0;На одном из них развалившись в кресле лежал тучный мужчина. Тюрбан на голове, трубка от кальяна в руках и две наложницы рядом, массирующие его толстые ноги выдавали в нём гостя с Востока.
Я;А ведь там могли сидеть мы.
ПОРУЧИК;Ага и спустить годовой бюджет нашего отдела.
Я;Ладно, я понял. А почему зрители в масках?
ПОРУЧИК;Ну, места на трибунах тоже не из дешёвых. Поэтому здесь только знать и скучающие купцы. Так как наш горячо любимый Монарх запретил гладиаторские бои, логично, что многие хотят остаться "инкогнито" на таком мероприятии. ;А, ты погляди только на них, босс. Ставят на человеческую жизнь и задыхаются от адреналина, как только в воздухе начинает летать запах крови. Они прям чуть ли не в экстазе бьются. Кровь, слюни, пот и деньги. Большие деньги.
0;С арены, наконец, убрали обезглавленный труп и худо бедно выровняли песок. Зрители успокоились и затихли, ожидая анонса следующего поединка.
ПОРУЧИК;А мы как раз во время босс. Судя по брошюре, сейчас уже будет выступать наш Крестоносец.
Я;У тебя есть брошюра?
ПОРУЧИК;Стащил у толстяка слева. Ну воняет же от него, скажу я тебе. Ублюдок походу слишком плотно налегал сегодня на сельд с луком.
0;Хозяин арены тоже выделялся среди прочего своими габаритами. Огромные, как два бруска дерева, руки покоились на позолоченных подлокотниках трона. Приподняв немного левую ладонь, он приказал замолчать последним болтающим зрителям. Не спеша, этот громила поднялся и подошёл к поручню балкона.
ПОРУЧИК;Зачем вообще ему нужны телохранители? Мне кажется этот монстр любому из присутствующих переломит хребет двумя пальцами.
0;Густые и широкие брови почти полностью скрывали его глубоко посаженные глаза. Да и в целом, при виде этого грубого лица с заострёнными скулами и шрамами на щеках, по спине бежал холодок.
Хозяин Арены;Друзья! Надеюсь, вы остались довольны сегодняшними боями! Надеюсь, многие из вас сегодня стали чуточку богаче. А кто-то и не чуточку.
0;Его голос заполняет собой всё пространство арены, до самого потолка. И по трибунам начинают звучать довольные возгласы и свисты. Хозяин подождал, пока они закончатся, а потом поднял руку вверх и продолжил.
Хозяин Арены;И я надеюсь, что в вас ещё осталась жажда крови и зрелища. Потому что я с радостью объявляю последний бой этого вечера! Встречайте! Подопечный нашего любимого Айн Ибн-Саутра, неизменный победитель Восточных арен, известный своей кровожадностью и беспощадностью по отношениюск противнику - Кхайн, Собиратель Черепов!
0;От рёва, поднятого зрителями, у тебя закладывает уши.
0;Ибн-Саутр во всю улыбается, демонстрируя золотые коронки на передних зубах. Одна из дверей постепенно начинает подниматься и на песок выходит рослый воин, облачённый в большой красный шлем, на лбу которого красуются два длинных рога буйвола. Одна рука вместе с плечом у него закрыта латной рукавицей и наплечником. ;Оголённый торс, во всю пестрит шрамами, и на ногах у него лёгкие кольчужные поножи. Своей латной перчаткой Кхайн крепко держит двуручный топор, ручка которого перевязана телячьей кожей. На лезвие выгравированы какие-то восточные иероглифы. Предплечье незащищённой руки обвивает цепь. Боец вскидывает свои руки, которые могут потягаться в габаритах с руками Хозяина Арены, вверх и издаёт приветственный клич.
ПОРУЧИК;Ты только посмотри на него. Предложи ты мне Престол и корону я бы все равно отказался с ним драться. Думается мне он каннибал… Гляди какие у него бицепсы! Я где-то слышал, что человеческое мясо лучше всего усваивается нашим организмом. Вот он, наверное, по три человека в день съедает минимум.
Хозяин арены;Против него будет биться, чемпион нашей арены. Вы все его знаете. Наш горячолюбимый Воздаятель!
0;На этот раз тебе пришлось прикрыть ладонями уши, чтобы не оглохнуть. Пытаясь абстрагироваться от шума, ты во всю впился взглядом в открывающуюся дверь.
ПОРУЧИК;А вот и наш клиент! Как думаешь, она из Ордена?
0;Не торопясь, ступая на грязный песок своими латными сапогами вышел второй боец. В отличии от Кхайна, она была облачена в полную защиту. В центре латного нагрудника проходил красный крест. А на голове у неё был шлем-маска, схожий с тем, что ты видел на Библиарие. Стальное девичье лицо, только оно было совсем не печальным. Искривлённый в гневе открытый рот и сведённые к центру брови. ;Это не была маска-скорби, скорее маска-гнева. Одной рукой она нехотя вращала моргенштерн, как бы привыкая к весу оружия в руке. В другой она держала большой башенный щит с эмблемой Ордена. Только эта эмблема была перевёрнута вверх ногами. С такого расстояния сложно сказать, но вроде бы она куда выше, чем Альтушка. Да и оружие не типичное. Но кто знает? Может мечом она махала только для обучения неофитов.
1;Сложно сказать. Нарисуй крест на груди любого дикаря и надень на него шлем - готовый крестоносец. Может это всё просто создано для шумихи и ставок.;Бубулька;Пипипупу
ПОРУЧИК;Соглашусь. Но чую бой будет интересным.
Хозяин арены;И так, уважаемые бойцы. Правила вы знаете, но я напомню. НИКАКИХ ПРАВИЛ! БИТВА БУДЕТ ИДТИ ДО ТЕХ ПОР ПОКА ОДИН ИЗ ВАС НЕ ПАДËТ СРАЖЕННЫЙ НАСМЕРТЬ! Прошу вас, займите исходные позиции.
0;Кхайн и Воздаятель встают друг напротив друга. Кхайн хватается за рукоятку двумя руками, пока Воздаятель приподнимает перед собою щит.
Поручик;Если там под маской и правда монашка, то хочу сказать, что габариты у неё внушительные. Она же по шею этому Кхайну!
Хозяин арены;И пусть победит достойнейший! Начали!
0;Как только рука хозяина опустилась вниз, Кхайн тут же бросился вперёд и обрушил мощную серию ударов по щиту Воздаятеля. Колоссальная сила, почти нечеловеческая! С каждым новым столкновением топора и железного щита, Воздаятеля откидывало всё дальше и дальше к загрождению арены.
Поручик;Щас он её об стенку размажет и пиши - пропал великий Воздаятель.
0;Удар, ещё один удар. ;Публика стихла, затаив дыхание. Из некоторых углов уже слышатся недовольные шепотки. Никто здесь не заинтересован в том, чтобы бой закончился так быстро и глупо. Особенно Воздаятель.;И вот каблук правого сапога касается загрождения. Дальше ей деваться некуда, неужели Кхайн просто сломает её пополам?
0;Топор вздымается и со свистом летит вниз, как вдруг Воздаятель резко отталкивается ногами от стены и взлетает над Кхайном! Она выбрасывает вперёд цеп с моргенштерном и он с грохотом врезается в шлем Кхайна. Не ожидавший такой прыти воин пошатнулся и сделал пару шагов назад, позволив Воздаятелю поймать момент и выбраться снова в центр арены. Как ни в чём не бывало, она замерла в оборонительной стойке, ожидая своего противника.
Поручик;А, что только сейчас произошло? Ты видел босс? Как вообще возможно прыгнуть так высоко в латных доспехах? Твоя монашка на такое способна?
0;Теперь Воздаятель стояла к тебе спиной и можно куда лучше разглядеть её габариты. 
Поручик;Определённо нет. Альтушка куда ниже ростом. Если только всё дело в этих сапогах… Ещё и стиль боя немного другой. Альтушка всегда старается напасть первой.
Кхайн;АХ-ХА-ХА! А ты молодец!
0;Боец сплюнул кровавый сгусток на песок и повернулся лицом к Воздаятелю и к тебе с Поручиком. Нижняя часть его шлема теперь больше напоминала вскрытую консервную банку, по подбородку текли несколько струек крови.
Кхайн;Хотя меньшего я и не ожидал от Ордена. Что ж, продолжим!
0;Настроение публики теперь переменилось на совершенно противоположное. Радостное улюлюканье почти заглушало то, что говорит Кхайн, но твой острый слух всё же разобрал его слова.
0;Восточный чемпион вытер подбородок незащищённой рукой и снова сорвался в атаку с разбега. Воздаятель полностью спряталсь за свой щит, готовясь к очередному взмаху топора. ;Но вместо этого Кхайн ударил в центр щита кулаком, с намотанной на него цепью. Из-за удара щит выгнулся в обратную сторону, оставляя незащищенным голову, правую руку и ноги Воздаятеля.
Поручик;Пресвятая Матерь, Богородица!
0;Не теряя момента, Кхайн тут же взамхнул топором, целясь в голову Воздаятелю. Удар не достиг своей цели и Воздаятель, совершив сальто, ушла назад, оставив Кхайна с повреждённым щитом перед его носом.
Кхайн;Посмотрим, как ты теперь будешь без своей любимой игрушки!
0;И снова, под радостные возгласы толпы, Кхайн бросается в атаку. 
Поручик;Ну что думаешь, босс. Победа за Востоком?
Я;С одним цепом ей будет невозможно парировать его топор...
0;Ни в чём себе не отказывая, Кхайн первым же ударом снова метит в голову Воздаятелю. Но она просто плавно уходит в сторону от удара, как снежинка по ветру. С той же неописуемой грацией она уклоняется от следующего продольного удара, который должен был разрубить её по полам. Удар Кхайна, шаг Воздаятеля влево, удар Кхайна, шаг Воздаятеля назад, ещё удар Кхайна, реверанс. Кожа на плечах Кхайна начинает лоснится от пота. И каждый новый удар сопровождается всё более тяжелой отдышкой. Когда Воздаятель, кажется, даже не сбила дыхание.
Поручик;Что она делает, босс? Никогда не видел такую технику боя.
Я;А ты и не мог её видеть. Это техника называется "Эльфийская песнь", потому что только Эльфы знают эту технику сражения.
Поручик;Чего? Эльф, здесь? В главном южном городе Монархии? Брехня.
Я;Других объяснений у меня нет.
Поручик;А откуда ты сам знаешь про эту технику?
Я;В годы обучения, я читал заметки генерала, которому довелось сражаться с одним из главнокомандующих Эльфов. В том бою генерал потерял левую руку и левый глаз. Наши войска тогда победили, но главнокомандующий Эльфов сбежал, оставив генерала истекать кровью. ;Именно он назвал этот смертельный танец "Эльфийской песней". Не все эльфы обладают этим навыком. Ведь генерал бился с огромным множеством эльфов. Возможно, только офицеры высшего ранга или кто-то вроде того. 
Поручик;Эльф высшего ранга…
0;Возможно, тебе показалось, но на мгновение в избалованных и обычно слегка затуманенных пеленой скепсиса, глазах поручика вспыхнул настоящий зелёный огонь. 
0;"Неужели, что-то наконец по-настоящему заинтересовало его?"
Поручик;Значит она просто изматывает его.
Я;Да, а после прикончит.
0;Бойцы ещё какое-то время продолжают своей танец, пока Кхайн тяжело не падает на одно колено. Его могучие плечи вздымаются, словно меха Кузни от жара которой во все стороны валит пар. Воздаятель не спеша подходит к своему противнику, готовясь обезглавить его одним ударом.
Поручик;Вот это уровень. Прикончить чемпиона восточных арен за два удара! Давай! Снеси эту рогатую башку!
0;"Нет, он действительно слишком вовлечён в происходящее…";Воздаятель касается рукояткой цепа подбородка Кхайна, приподнимая его голову на встречу себе. 
Воздаятель;Последние слова, дикарь.
0;"Ага! Женский голос! И судя по технике боя это эльф. В символике Ордена… Как такое возможно?";Но помимо голоса Воздаятеля, ты слышишь кое-что ещё. Хриплый смех Кхайна. И хоть тебе видна только лишь его спина, ты уверен, что воин сейчас улыбается.
Кхайн;Вот уж не думал, что увижу когда-нибудь "Эльфийскую песню".
Воздаятель;Это всё?
Кхайн;О нет, моя дорогая, вот ещё: (вставить сюда набор страшных иероглифов).
Воздаятель;Ай!
0;Последние слова вылетают изо рта Кхайна и отдаются по твоим перепонкам скрежетом железа. Ты чувствуешь, как что-то теплое разливается по твоему левому уху.
Поручик;Босс, с тобой все впорядке? У тебя кровь из ушей пошла. Вот держи платок.
0;Приложив ткань к левому уху, тебе показалось, будто бы ты потерял слух. Но это просто трибуна внезапно полностью смолкла.
ПОРУЧИК;Пресвятые земли святого Иакова!
0;Что-то происходило с Кхайном. Теперь не только его плечи дымили паром. Всё его тело отбрасывало вокруг завесу тумана. Кхайн постепенно разбухал, словно губка, впитывающая жидкость. Его кожа, некогда бронзовая, резко сменила свой цвет на багрово-красный и вздутые вены, целыми дорогами взбухали вокруг. Шлем и броня правой руки тут же лопнули, уступая место монстроузной маскулатуре. 
Поручик;Да он сейчас до потолка достанет своей башкой!
0;Кхайн действительно вытянулся на несколько футов.
0;Воздаятель, отпрыгнувшая от Кхайна в начале трансформации, кажется совсем не растеряла уверенности в своей победе. И всё так же твердо сжимала рукоятку своего цепа, пока грохотом по залу расходился гротескный смех Кхайна.
Кхайн;Думала легко отделаешься, крестоносец?
0;Вместо ответа Воздаятель выпрямилась и повернулась к западной части трибун. Человек не смог бы разглядеть куда устремила свой взор крестоносец. Но ты не совсем человек…
Я;Вот же она!
0;Среди ликующей и брызжащей слюной толпы ты видишь знакомые фиолетовые волосы, почти полностью скрытые капюшоном. Но эти волосы и губы ты ни с чем не перепутаешь.
Я;Вон она, Поручик. Альтушка!
Поручик;А, что? Так значит эта Воздаятель не наша клиентка, да?
Я;Выходит, что так. Но, судя по-тому как себя ведет Воздаятель, они точно знакомы.
Поручик;Ну и ну…
Кхайн;А-а-а! Смотри на меня, когда я с тобой говорю!
0;Не дожидаясь ответа, монстр ринулся вперёд, наклонив вперёд голову. Не такое большое расстояние, чтобы набрать большую скорость, но учитывая его габариты этого хватит для быстрой победы.
Поручик;Сваливать надо, босс. Сейчас эта тварь её прикончит, а потом на трибуны бросится. Как пить дать.
0;"Вполне вероятно…";Кажется, все в помещении впали в истерику, кроме Воздаятеля и Хозяина арены. И вряд ли кто-то уловил момент, когда Крестоносец отпрыгнул в сторону, разбив один рог до самого основания, одним взмахом своего цепа.
Кхайн;А-а-а!
Поручик;Что произошло? Он же должен был размазать её по стене! Ой! Босс!
0;"Земля уходит из под ног. Это что, землетрясение?";Ревя от боли, на краю арены Кхайн во всю бил своими кулаками по песку. От этого трибуны частично треснули и некоторые из зрителей упали в расщелины.
Поручик;Держись, босс!
0;Вовремя брошенная рука твоего напарника избавила тебя от участи, быть расплющенным о тела других зевак.
0;Не понятно, сделал ли это монстр следуя своей звериной ярости или специально, но эффект свой это возимело. Воздаятель потеряла равновесие и упала на песок. Тут же Кхайн прыгнул на неё и по залу пробежался страшный грохот при его приземлении. ;Из-за поднятого облака пыли стало трудно дышать. Но как только песок осел, все увидели стоящего позади Кхайна Воздаятеля. Без своего цепа, но с обломком рога в руках. Не дожидаясь, пока монстр снова ринется в атаку, она прыгнула ему на загривок и вонзила острым концом рог в сонную артерию.
Кхайн;А-а-а!
0;Фонтан крови забил прямиком на зрителей, сидящих в первых рядах. Кхайн зашатался из сторону в сторону, пытаясь сбросить противника. Но Воздаятель лишь глубже вогнала рог и крепко ухватилась за него. ;Ослеплённый яростью, обессиленный, но всё ещё могучий Кхайн побрёл вперёд, снося ограждения арены и давя зрителей на своем пути. Это стало последней каплей для гостей арены. Толпы людей бросились наперегонки к выходам, создавая ужасающую давку у них. ;Ты посмотрел на то место, где сидела Альтушка. И её уже там не было.
1;Проклятье! Поручик, она пропала. Уходим, попытаемся догнать!;Остаться и узнать, чем всё закончится.
Поручик;Босс, на самом интересном! Сейчас же победителя объявят! Я ставку сделал!
Я;Плевать! Потом заберёшь, дело превыше всего!
Поручик;Как скажешь, босс.
0;Вы быстро поднялись со своих мест и резво достигли одного из выходов, где Поручик принялся распихивать зрителей в стороны.
Поручик;А ну прочь, ублюдки! Именем Инквизиции! Уступили дорогу!
0;Страх перед Инквизицией во многих был всё же сильнее страха неведомого монстра. Тех же, кто не следовал здравому смыслу и не уступал дорогу, Поручик бил в висок своей дубинкой, обтянутой телячьей кожей.
Я;Куда она могла пойти?
